,id,name,popularity,followers,genre,first_release,last_release,num_releases,num_tracks,monthly_listeners
14274,0Bt1SjpQ9ZOdNUapZkly0l,paul monroe,1,323,lithuanian electronic,2011,2021,18,4,276.0
14275,5p4B5r0cwfMU0OdIPNpyKh,quartet muartet,2,3828,"turkish jazz, turkish modern jazz",2004,2004,1,9,530.0
14277,4G5YEI9RMnXwjwRpE6Pw2K,glassing,18,6538,austin metal,2017,2024,8,6,5539.0
14280,2TNk3UDiqglKBdr544O5D0,johnny yono,10,1969,progressive uplifting trance,2015,2017,20,2,3959.0
14281,4WC3d79tGpaYbHRhmnlIDC,bianca gismonti,4,1404,piano mpb,2005,2023,6,1,679.0
14283,7yUlwLhbOmjtsj4Uk5mviU,dick stusso,34,12305,oakland indie,2015,2023,5,1,81410.0
14285,0MPbAeGQj0YatrUMdY2KEr,andrew manze,43,8123,classical performance,2018,2023,20,9,343698.0
14288,7jePINx83Ekt5XilLf5Cav,redbearry,8,1116,russian rock,2014,2023,8,5,1697.0
14289,5ey55cTWn3D5lwh4x5YCg5,the copper family,7,1804,"british folk, traditional british folk, traditional english folk",2006,2014,3,28,2019.0
14290,64CsQDGZFx0ejzIy8VFaI9,the buckfever underground,1,364,south african rock,1999,2022,11,6,167.0
14291,0e5WyCWPCJT91whT3lFT4v,rené lavice,40,21867,"drum and bass, jump up, neurostep",2013,2024,20,1,224408.0
14292,71JMdJxyQPDMvKpJAMKlM1,fe-mail,0,181,norwegian experimental,2010,2013,2,4,25.0
14296,5foU60Y9oYTlMXz4yfm3oN,neal cassady,0,287,polish psychedelia,2015,2022,6,1,52.0
14301,7pDaLlcvx6EMD5w3nuAIB5,teodora,48,248474,turbo folk,2019,2023,20,1,351808.0
14309,7sff3BA4Q1hoYjm5J7R7WB,duo treibsand,5,662,volksmusik,1993,2020,20,4,763.0
14314,5f3t6tsX62SbhHOdloZeOH,art of illusion,5,503,swedish melodic rock,2020,2021,2,1,387.0
14315,3zz8PxJE0tBfUqcZbf3SZS,daniel herskedal,38,17587,norwegian jazz,2012,2024,20,3,118419.0
14316,7cWhIVoEYJd0oWnxULFt8s,jean ritchie,32,17956,"american folk revival, appalachian folk, kentucky mountain folk, mountain dulcimer, string folk, traditional folk",1952,2020,16,1,74465.0
14317,4Hup4S0xDEIz2uLdEyjXuc,michael schneider,27,1396,"baroque woodwind, historically informed performance, recorder",2013,2023,20,27,14399.0
14322,3XcCT5MPlQPWFTJyzXbfuX,maejor,58,96164,detroit hip hop,2020,2023,20,1,3068008.0
14326,5xyjCXN2C8dtViIPS5gLaz,the moonlight love,0,32,malmo indie,2017,2017,3,1,2.0
14329,43ORWmtv2OqSBEgkvFjLwc,sid rumpo,1,267,australian blues,2013,2013,1,11,179.0
14340,0KdvyCEvWqLqpeAs2UQgnL,李易峰,15,6208,mainland chinese pop,2008,2019,10,1,6351.0
14344,3ftsk3ROAgHws85G83ppw1,anna vaus,31,14757,country pop,2021,2023,20,1,63313.0
14346,1PNn72sOTFvZukmj4bFUgw,night school,5,1863,"bay area indie, indie punk, oakland indie",2014,2022,7,4,908.0
14348,3MAQykZ3MwPcviv5eIVqgb,resurrection band,22,19965,"christian metal, deep christian rock",1981,2010,11,11,8225.0
14349,6Oixt6cJnmyRzkSpe1usgP,opsen,5,616,"neurofunk, neurostep",2013,2023,9,2,1249.0
14351,2rNNTi3VWGeOeUq6zFO2TC,antti siirala,4,163,nordic classical piano,2003,2012,3,8,1015.0
14355,4mkCQKEe89EI0kn0Q7tMyK,alba reche,47,102809,"latin talent show, latin viral pop",2018,2023,20,1,406532.0
14357,2KU7b2XXNxGVUL6AuVSPNH,mikaela,6,2366,slayer,2020,2020,3,1,762.0
14359,4GZL0mdaChYedPq4Xr67Nb,sidi touré,7,2030,desert blues,1996,2020,8,1,2061.0
14360,1YU4ABpTkbCIii1K6ukWCi,claire lise,1,113,french folk pop,2005,2012,4,4,201.0
14361,0EYASMyi33J1ywBDgei1II,kitty kallen,46,30101,torch song,1960,2023,7,1,647766.0
14363,3JIRLDbCJ55I5nevDYiasK,anita lipnicka,41,55795,"classic polish pop, polish pop",1996,2023,20,1,203761.0
14365,0z7Yuv7DuDQ5SaVn4VSlLt,lisa hannigan,51,183442,"irish rock, irish singer-songwriter",2008,2023,12,1,397985.0
14366,0XU8WQS9cuVFdnnsqSQkG7,mountain men anonymous,0,209,british post-rock,2004,2004,1,9,31.0
14370,2dpLq82rMj4fzA5qqIlwEO,threelogy,6,28,puerto rican rock,2010,2023,2,1,1487.0
14371,7E5T06seybp7KCxaac22jz,part chimp,14,11144,"noise rock, uk noise rock",2004,2022,9,2,3880.0
14374,4l65AlrXvlx2y500dqKcI2,cristy lane,30,5397,country gospel,1979,2014,17,12,27718.0
14378,2J7LUOmcDUi27Oe0NHhKIi,los cheyenes,3,1249,spanish invasion,1998,1998,1,16,584.0
14382,1vOLAQFhHvP9yls1Z5UX6K,dream boat,0,787,elephant 6,2012,2014,2,11,65.0
14383,2Z8wGtVE1riJPYgkqlBWCI,hans jørn østerby,3,175,dansk lovsang,2002,2023,8,11,203.0
14386,1OGuNbASgvINcHfDtrDnj3,bembeya jazz national,29,21288,"afropop, guinean pop, mande pop, west african jazz",1970,2024,20,7,56923.0
14388,0L4i6fMD8blByZNL0kLhiA,dear cloud,17,5458,"k-indie, k-rock",2007,2023,20,2,7328.0
14400,7naloiyHdmw1HsJd95OYDL,the crane,43,73267,chinese r&b,2019,2023,8,1,184571.0
14403,7KrZpsNMLhQtA1s4UGNVbb,southside spinners,38,5841,"belgian dance, bouncy house, bubble trance, hard house, trance",1998,2023,2,15,219749.0
14406,62zLBExtboM07tqDtWYhUt,nobutthefrog,2,1234,nurnberg indie,2023,2023,2,1,365.0
14408,2OTfr6S2kuHRYStjt1IkY6,victoria justice,59,925791,post-teen pop,2013,2024,14,2,267981.0
14409,1L29dr4NAXlj2tGo51txba,old man luedecke,29,12082,"canadian americana, canadian folk, canadian singer-songwriter",2006,2024,15,5,50363.0
14410,0io243tshqbvutIxj44rMy,marvin rainwater,18,4749,"rockabilly, traditional rockabilly",1956,2023,6,1,10308.0
14417,2WO8kbMQF4EF0meuF7qPoD,exhalants,8,3023,"austin metal, austin rock, noise rock",2018,2020,4,4,1339.0
14422,3sc8HnadkPW5YaIGbCljw4,el roockie,51,200332,panamanian pop,2001,2024,20,1,683304.0
14424,5nr9aC1q4Iu3i4hYOiRiNf,francesca blanchard,25,8115,vermont indie,2015,2023,20,2,31712.0
14425,0VOwWNGBvFpJyptRG9BKEb,peppelino,2,1107,re:techno,2017,2023,20,4,466.0
14426,6jQNsTMdxFZugbha5suqHR,tim aminov,7,554,russian electronic,2011,2023,10,3,2104.0
14428,6mcSOUCiDkfJp61iGfxRI2,goolagoon,11,4429,powerviolence,2017,2017,2,8,2700.0
14435,7mFpJKzyiLFqpU4KEUJREL,tinturia,29,23855,"indie siciliano, italian ska",1999,2019,8,1,41499.0
14438,0jUfdGBbnyQDqUQS2U7vrs,linda bouchard,0,58,canadian contemporary classical,1998,1998,1,27,55.0
14453,0Skub8X9bQpJHqYJOaeOMO,silvana deluigi,1,231,tango cancion,2001,2012,4,16,118.0
14455,066LxTAyT2sCIFHiCm1Lzs,martin tanner,2,369,munich electronic,2018,2022,6,5,506.0
14457,26e1gLIaOTrMKJWjpXVuXH,moral lepers,0,135,"canadian post-punk, vancouver punk",2015,2015,1,8,40.0
14461,0oR4YZhwyKRiloiUMMFcyz,holdstock & macleod,5,781,shanty,1997,2012,5,15,980.0
14463,1szhCDK5eUZ5ANNHmmFqRF,ørgie,35,26540,hard techno,2017,2024,15,2,106594.0
14465,06fE1jo6YrXqYZoXpWr8g7,luca bergamini,7,712,classic italian folk pop,1998,2023,10,1,753.0
14467,4USph0kDFD7IlpU1SfIMfP,joe beard,39,2921,british soul,2018,2023,6,1,189718.0
14468,3cf3f7yG8B07blqdABqTSS,daemonlord,0,203,"cryptic black metal, spanish black metal",2004,2011,4,10,13.0
14470,6AySZYIgUWmwfOe2KbEIc0,void reunion,0,69,"fort wayne indie, indiana indie",2016,2018,4,3,8.0
14472,2pud2uo9hChn04h8E2zTSk,float fall,8,2185,belgian indie,2018,2023,6,1,2457.0
14481,4crdSQQGMoZbJuX3IKJIqV,the cloves and the tobacco,40,14109,indonesian punk,2012,2023,6,1,99684.0
14482,0dTnryd4adS8rjtGva7z1v,onpointlikeop,34,9076,brooklyn drill,2022,2024,20,1,64304.0
14483,40rX3FZRnC6p7k7ds1MPff,fellsilent,25,14549,djent,2005,2009,2,4,31307.0
14484,18DiwlWDmSoi322WFvQUbp,eduard stan,2,24,romanian classical piano,2000,2010,5,12,605.0
14486,1a0e6dbvLi0EkFJBWn7kYO,endface,0,60,buffalo ny metal,2004,2004,1,13,21.0
14489,2unYJWobKdWgCN44ZaJrgY,уикеда,5,1339,bulgarian rock,1999,1999,1,8,1024.0
14491,2Ygftcbjr47IJ69gc9UYry,justincase,3,355,grunge pop,2002,2002,1,11,686.0
14492,1I7amt4dHcNJtj7e3rURhI,bilal khan,29,210348,"classic pakistani pop, pakistani pop, sufi",2012,2024,20,1,74919.0
14493,7dWw3TXxNe2aEhng9vVRNl,axel rudi pell,43,125900,"german metal, german power metal",1996,2023,20,14,183671.0
14494,0wwqsY7qD5qr3G98f30SHR,dj manic,0,278,ruta destroy,2014,2014,3,3,53.0
14495,0TJB3EE2efClsYIDQ8V2Jk,elbow,56,519498,britpop,2001,2024,20,2,1206149.0
14496,5xnMjuPp1eDXa8du0SKIHD,barbatuques,52,115499,"brazilian percussion, nova musica paulista",2002,2023,20,1,1393048.0
14499,6C3OLzdOvBI9yCOCf7iC4E,carmen consoli,46,142923,"classic italian pop, italian adult pop, italian alternative",1996,2022,20,1,301493.0
14501,2gICCMmzujCdJiXidrzWCi,delta v,22,4654,italian indie pop,1998,2020,9,1,25111.0
14503,0AxC6tcKCZvkRKT8ZexAaC,death side,12,5377,"anarcho-punk, crust punk, japanese hardcore",1989,1991,2,18,2594.0
14505,566jXdfSTKq8UdgNjdDVt6,sayonarablue,2,759,j-indie,2022,2022,1,1,204.0
14512,3AmgGrYHXqgbmZ2yKoIVzO,warpaint,51,489037,"alternative dance, art pop, chamber pop, dance-punk, dream pop, electronica, experimental pop, indie rock, la indie, modern dream pop, neo-synthpop, new rave, noise pop, shimmer pop",2010,2024,20,3,714249.0
14516,26GPYaZ7MqIIvy6EpM9gCk,almeida prado,10,588,"brazilian classical, brazilian contemporary classical, latin classical",1991,2024,12,5,3557.0
14518,4Gw04gONmJYqk7NGDy4B6d,hans werner olm,12,2974,kabarett,1995,2011,6,6,3310.0
14519,2IwSOO9bV4ZwvpnNk9f6lN,housewife,23,6790,canadian indie rock,2017,2024,12,1,24755.0
14529,3c8BwtMKdWzhNFHiRgJDkm,memorandum,0,47,indie cantabria,2013,2018,15,2,26.0
14531,4WBOJBHJLNQwKkJ7t3Anmj,うちやえゆか,27,1368,shojo,2006,2006,1,4,24248.0
14534,0YX4JNOeWl1nibIAI5FlFV,mx-21,3,58,icelandic rock,1987,1987,1,2,427.0
14541,2zaNKWShiS2XkXGgNnBJip,æthenor,1,1164,drone metal,2008,2016,4,3,82.0
14543,0UqrgsCDDRyQRABnsba5pQ,bobby wellins,2,316,"jazz saxophone, scottish jazz",1993,2011,5,12,181.0
14554,2QvVIrX8LlWbCHl2zE0Iin,hasidx,1,91,chabad niggunim,2020,2020,3,1,251.0
14556,6cOz9TMiL8lfsFoWkxvqKM,lovie lee,8,714,boogie-woogie,1994,1994,1,15,2891.0
14562,6ABaV7mB6WIZKgfEEtWCf8,lolawolf,30,54441,electropop,2013,2020,12,1,65020.0
14570,7rZYHhxGKbe1XepzlpDlKm,lena philipsson,41,91545,"classic swedish pop, swedish pop",1986,2023,20,1,234165.0
14571,4IsDolWuvTUkg8pKNphLhd,amersham,4,984,african rock,1994,2022,12,1,1069.0
14574,6OwKE9Ez6ALxpTaKcT5ayv,akmu,62,1608811,k-pop,2012,2023,18,1,2959190.0
14580,6atbUKyH9OR5NAmD78asaf,mindrot,4,1569,atmospheric doom,1995,1998,3,3,384.0
14584,0rdVoRllKaWDVQX83tdGEP,joseph holbrooke,7,482,post-romantic era,1991,2021,17,5,566.0
14586,0RprDFOPQg38NEJXqnwxUn,kumi,45,32158,polish viral pop,2022,2024,20,1,217130.0
14587,3fsCWTIuWIRvEGS7gerSJX,jennifer rush,52,289880,new wave pop,1984,2022,12,2,1150813.0
14588,6vtZOcl0zRMAhxoMEFgWJr,lauroba,11,2127,euskal rock,2008,2016,5,2,2845.0
14590,6ZsorNwef05ZFnhiXVs4OC,lil gin,9,5532,memphis hip hop,2007,2023,5,1,2073.0
14593,0JWOjzuJDjtYHZimk7mHKm,grupo ame,6,847,musicas espiritas,1998,2023,3,1,583.0
14596,2ZEp0DeOyJTS7ct1psrmZB,cinema within,0,140,cinematic post-rock,2017,2019,3,6,41.0
14597,2dMI2wmRqtQnKe7F2TNLD2,donald jones,9,297,vintage dutch pop,1962,2022,3,2,3604.0
14602,0wiOsg4kFlIcfQmcKlq13r,dr. colossus,18,7538,"australian metal, australian psych",2016,2022,7,1,7693.0
14603,0EyzZUO2ycn0hLjKDFT7Hb,henk wijngaard,48,46552,"levenslied, piratenmuziek",2001,2022,20,14,270674.0
14606,2iWJP1RxTmHYNowrBgVsmZ,faustus,8,2228,"traditional british folk, traditional english folk",2012,2019,3,3,1446.0
14608,22j4DsKGQEcOie7PvfQIVj,raja kirik,7,2191,indonesian experimental,2020,2023,4,1,1016.0
14610,584IrVNe0vTWlEByT1vkqT,les yeux noirs,31,10581,"balkan brass, klezmer",1992,2010,7,18,56769.0
14612,5CNueVdkXCAEod4Zf1dU2D,ilona mitrecey,30,3876,french pop,2005,2022,3,13,82957.0
14619,2osRW41mzIig6TuqQeNsJR,the hillbilly moon explosion,40,79316,psychobilly,2002,2024,20,2,134215.0
14627,68fJ3PeuQS1BduFiSff4Zp,raw noise,5,1070,crust punk,2000,2010,2,15,559.0
14629,3V7U1x0TRBn7spzHDQiZhi,jeito moleque,57,967603,"axe, pagode, pagode novo, sertanejo universitario",2004,2024,20,6,1742690.0
14630,38QJ2Sn8Tj1wPirfCStwTU,keshavan maslak,0,231,deep free jazz,1984,2007,5,5,80.0
14633,3Px89wTSj3Z7SmpfMqliFb,forsakken,0,58,power thrash,2015,2021,3,12,13.0
14638,1KvXdjuwU2BD2MNpN3LvCY,eths amics,5,288,"chant basque, musica occitana",2002,2012,4,12,1256.0
14640,5W8ODLmLzy41cyYmJ9J6zq,vorágine,2,1347,colombian hardcore,2018,2023,3,3,220.0
14641,1uXVS2qCYkhYdqwar1iRD3,slaktattack,1,300,swedish hardcore,2002,2013,3,12,70.0
14643,7p1fL0cAuCPDMG6oBswFhM,maretu,57,487023,"anime rock, vocaloid",2016,2024,20,1,1154265.0
14644,3adQekoFpx0XcMnUrRcxNT,bolteløkka jentekor,19,294,"balfolk, barnemusikk",2010,2019,3,19,2693.0
14645,4qEleN0MdPvcOOyiOqRBjy,美郷あき,26,5069,anime,2006,2014,20,2,30453.0
14646,5UuK761QvesmBCe1fwzrYe,promethee,7,3940,swiss metal,2012,2023,9,1,816.0
14647,6DpTPD00BkSYYrPV5FwZwl,nawaka entertainment group,5,206,polynesian traditional,2005,2005,1,23,822.0
14648,2v7uKtvs8C3LSxEUXB0rva,aidan hawken,29,6762,acoustic pop,2008,2013,4,1,63641.0
14651,4D8bmsu0Qw6dLcMbxyUtEw,eoin lyness,0,110,irish experimental electronic,2017,2023,9,1,37.0
14653,2xmzOWZeQCDksIQcLcnRrT,enrique granados,40,18137,"early modern classical, post-romantic era, spanish classical",2018,2024,20,14,266468.0
14654,2thOenzsesBQDJxkDkMUGI,stunt,37,2972,bouncy house,2001,2023,14,7,36266.0
14656,7m1sttR1oYsNlZnf8oq5Hl,kash da kid,1,3606,drill,2014,2021,6,1,141.0
14659,6xlGE9CQlctDSG81GH1a8o,fools in paradise,0,48,zim urban groove,2006,2013,2,14,52.0
14660,0Uo6kyjrbQoZBlcXsMb8Vm,field mob,44,260327,"atl hip hop, dirty south rap, old school atlanta hip hop",2000,2024,12,2,542529.0
14662,5BlqUg7WRQVHpoLUBYEnPM,sanys,0,61,russian techno,2013,2016,6,2,62.0
14664,5orboL2SUTJGDKfMVgCCBt,kwaw kese,28,35210,"asakaa, azonto, ghanaian hip hop, hiplife",2019,2024,20,1,32269.0
14665,1l71h69qRBtPEVxtV0FSla,ceramic hello,6,4440,"minimal wave, proto-techno",2020,2020,1,14,1483.0
14668,7rpKUJ0AnklJ8q9nIPVSpZ,reol,56,498398,"anime rock, japanese electropop",2015,2024,20,1,946058.0
14671,2HLs1eKEwmPEOOeuvOa0uc,depone,1,215,downtempo bass,2009,2012,5,2,257.0
14674,4mqCjZFDJXzwqsJY4hzyVj,firechild,23,1612,swedish synth,2012,2023,14,1,18345.0
14675,4ODuSzFq08CurRzOS7Q8nh,the midgetmen,0,81,austindie,2004,2020,5,11,8.0
14676,0nBPDB8WphmvqwA8lAEuJL,giant squid,13,11378,"post-metal, progressive doom",2006,2014,7,5,2847.0
14679,5JEqaMjU6dwGqFJu2wn5Gg,mc yallah,20,6934,"experimental hip hop, industrial hip hop, singeli, ugandan hip hop",2018,2023,13,4,11877.0
14681,7pVghKIUw8KdanuXzXFr0q,the silent escape,4,457,screamocore,2007,2007,1,7,406.0
14683,7BxvbZy8vMWGskAEh3uueA,alex yarmak,24,20057,dark clubbing,2021,2023,16,2,21932.0
14684,1tP3R35TdPW8BMwmTPOoVZ,arthur verocai,49,70452,"brazilian jazz, psicodelia brasileira",1972,2022,5,2,423765.0
14688,02Nbktg6lCJiazPM6YYTMz,miguel mateos,50,659721,"latin alternative, latin arena pop, latin pop, latin rock, rock en espanol",1996,2023,20,1,1404981.0
14690,0Iui7ebFz1m5ugzLIRF6bf,professor yaffle,6,1176,liverpool indie,2017,2022,6,1,567.0
14692,6NXFAGGcI3nq3em34tsWnQ,dfrnt,14,5859,substep,2010,2018,18,4,4338.0
14695,4u6tIl0ae3m9HUtUubJsa6,hajji alejandro,35,72687,classic opm,2021,2021,1,1,120255.0
14697,66ivZoOEs3XtkA5yQtMUUD,stone 588,6,989,"corrosion, ethereal gothic, ethereal wave",1995,2000,2,21,1080.0
14698,7Fkz3rPi9NU6jw2f5yxzWY,kyah baby,14,2639,slow game,2014,2024,20,1,1495.0
14699,0VzF0TRE4XHQiTqDrEmvW1,anne queffélec,39,9489,"classical piano, french classical piano",2010,2023,20,15,161112.0
14705,2DqPerh6whhlts8Pb0BUJi,marco shuttle,14,5982,"experimental techno, italian techno",2011,2024,20,5,5275.0
14707,1thOlcNMXFKvfW0n9ACI52,willem barth,37,25570,"carnaval, levenslied",2004,2023,20,1,132180.0
14713,3YJDqtTSjydvUpTvU1fJ6O,cg5,65,1557219,"otacore, pixel, rhythm game",2020,2024,20,2,2547816.0
14720,35JZ3BSqdtzuCvP39b66L1,ramkumar mishra,2,667,"hindustani instrumental, indian classical",2013,2019,3,3,329.0
14731,7epSRqJXVBn6aWPNHoX7wr,wet dreams,2,1006,"action rock, oslo indie",2017,2019,5,3,395.0
14733,5NEBGekYMG95LJ3cLUqSxA,norman yamada,0,36,tzadik,1998,1998,1,12,10.0
14734,4g2zaJm1yvfRumZf5ctOWt,baobab,24,6880,"j-ambient, japanese indie folk",2008,2024,8,1,11103.0
14736,4VdV1ro3dBSsu1cRGwbFD3,lisa kelly,32,17767,operatic pop,2006,2015,2,1,60241.0
14737,0Cojc5p5tlHl9I61q3ddjQ,young medicine,38,16530,post-screamo,2019,2024,20,2,141508.0
14739,17XgOybQMuicEUsPckGuDH,nitro mega prayer,1,454,"japanese emo, japanese post-hardcore, japanese screamo",2005,2005,1,6,173.0
14741,6GV3yNVFOO02NBRWX8ld04,shere khan,3,1644,boston hardcore,2005,2008,2,1,511.0
14742,2aQGn63OpkTIA1nsp5LgIj,postaal,16,2747,french indie pop,2016,2018,5,1,6380.0
14748,07RUebh0BanESkTkKefdXx,winter sleep,3,252,utopian virtual,2012,2013,2,10,658.0
14751,38jUf6JXjeucWP7uyKehy0,gildas,4,653,electrofox,2010,2014,3,16,23909.0
14752,2naiwnMNJgvDE4pALHYI4D,ron hamilton,30,16189,musica bautista,1987,2018,17,14,14121.0
14754,6s5oHs0NvLZH23r046gy84,jipsta,1,2878,"deep vocal house, lgbtq+ hip hop",2009,2022,20,1,174.0
14755,75pF3CjvvHeKmSzTbwYv3x,andreas rebers,18,2528,kabarett,2000,2021,12,24,2438.0
14756,3MdnMzNMNENgdrx91CvGR8,sister sin,29,34235,"slayer, sleaze rock, swedish hard rock, swedish metal",2008,2020,9,1,42064.0
14757,4ZLKYFbf4KJWJR0MeQWLEt,payton smith,35,11129,country pop,2019,2024,16,4,119491.0
14760,6hZe8yd3k9MT4RZ01jkG94,slow suicide stimulus,3,2133,abstract hip hop,2006,2007,3,6,363.0
14762,3FhuHzOES6VGS9WW1wDymV,janie fricke,39,73592,classic country pop,1980,2018,20,10,158328.0
14767,5l2Xy4aUoJDRSpsYHyOumD,andré hazes jr.,46,301030,"dutch pop, dutch rock",2014,2024,20,1,524659.0
14768,3OUN7gnsDijEfvaHpXAAzI,gayngs,24,24802,eau claire indie,2010,2020,2,2,30024.0
14771,2nhPvuq5fpX0xihI9n3Lxy,samuel blais,0,103,canadian modern jazz,2008,2014,3,9,68.0
14777,6BcXmFfLTf1UXyagjUF3qH,peregoyo y su combo vacaná,25,4624,porro,1969,2018,6,11,38242.0
14778,7beEZjleJaaPl01bT6S4bz,gymshorts,10,4563,rhode island indie,2016,2023,7,4,2793.0
14782,7ib7KxeL61amtEbPFGPk5P,alien fashion show,15,2333,swing revival,1998,2018,3,3,5133.0
14786,2uU5UhVb1IflGCLhFZwWmO,los hermanos cubero,17,4960,spanish folk rock,2010,2023,14,4,7296.0
14787,5rFi4jPBgt63Z1JXcLE9QX,daddy dewdrop,12,492,novelty,2008,2014,4,1,5961.0
14789,3uokciivXi0tdI9Q4HLTST,juka,23,4383,"funana, kizomba, musica santomense",2011,2021,20,6,14197.0
14790,3VJ42M7AMhxOlBWEn69GKg,obscurcis romancia,3,814,"deep symphonic black metal, metal noir quebecois",2003,2023,5,1,198.0
14791,6tzRZ39aZlNqlUzQlkuhDV,pabllo vittar,66,4096918,"dance pop, funk carioca, funk pop, pop lgbtq+ brasileira, pop nacional",2017,2024,20,1,3449104.0
14792,6cSxpxAbruI5BvdKaKnQAY,rémi panossian,8,1423,french jazz,2018,2019,3,1,2421.0
14797,6Lf9n2TMJ6ErlTXrK5l3Ii,niights,3,1668,cleveland indie,2015,2021,7,1,424.0
14806,6av61cnz758hhEKVMUIWqY,a-eiropa,25,1857,latvian pop,2001,2023,2,1,21516.0
14810,7piy9DtnZJIU8NOBw4GAJA,claude valade,26,4774,chanson quebecois,1992,2023,10,25,16116.0
14812,5WQxQAu4xmUwCzxPw3GiB4,stwo,43,75965,"trap soul, vapor twitch",2015,2024,14,2,472531.0
14814,1FCItwxfRieMGhR0eRxotU,rich vagos,59,289776,mexican hip hop,2020,2024,20,1,2150189.0
14818,1kiNqP5rOEbTchaFXyTY5c,ryan porter,8,5026,jazz trombone,2017,2022,5,8,2157.0
14819,6q6eylLazY3ORi6YqH9x4x,brandon jenner,37,23151,pop folk,2020,2024,20,1,178877.0
14820,7lY8eBGG8mYelACRSlrpVr,the luna sequence,21,11789,future rock,2008,2023,9,6,10998.0
14822,6snr2uV0JQDKLW9yWzRkPj,funkmammoth,40,19981,chillhop,2016,2023,17,1,192664.0
14823,6uJZLuhxKK0kNUcoGNIy9k,barbara george,20,1617,new orleans soul,1997,2022,5,1,20741.0
14824,6lv3DKGOLy7HkRUmt6DiEd,jason castro,25,28679,idol,2010,2013,8,5,31265.0
14825,0nO9XtCXVXCPcPXuoDh7VU,taburo bota,17,4307,greek underground rap,2020,2022,3,1,3845.0
14828,2jHFBXZe97YAAZeprr9vCV,pleasure zone,0,128,classic house,1988,2014,3,2,165.0
14829,1JZiZjpnchiZ4mqs5nJggA,dahlak band,39,5610,ethio-jazz,2016,2016,2,1,182444.0
14837,3Txjyx8E6hWFrY1bORyWR2,dvntbeats,24,797,chill abstract hip hop,2021,2024,20,1,7215.0
14839,6r5Oeuk1Jrn6TxkwcZVXYY,the stroppies,13,6602,melbourne indie,2017,2022,18,1,4747.0
14840,4fTqtoSkTj4lcLHMANIs4C,murkage dave,35,10854,uk alternative hip hop,2018,2023,20,2,47446.0
14841,183kSplc4KYDe6bMQghbwN,afro brotherz,26,13168,afro house,2018,2023,20,1,17948.0
14843,2lbne5otCm4hGwN0OmlfCp,david hudson,24,5818,didgeridoo,2006,2020,20,10,17224.0
14844,2u75EZNS4kCa8tnldGnUbH,wordcolour,9,1904,uk bass,2020,2024,16,2,2593.0
14845,4aOE1rge6wMSa04xlFxc3Q,aparato raro,20,4853,chilean rock,2020,2021,7,1,16449.0
14846,5AD7wIvImxXd2x6Yga5U3c,the schwings band,26,6830,"lithuanian jazz, modern swing",2018,2023,20,4,22124.0
14847,3p5VCeIdYiZzNu0kyb9sMd,jonny rose,33,2279,deep r&b,2016,2023,20,2,16949.0
14851,1iNGtKXGyniqwVhXfbKpk8,re-flex,27,4605,deep new wave,1983,2022,9,1,51720.0
14852,1nmxfjOFtJt1H3BgpG9OKe,the white swan,4,2538,london on indie,2016,2020,6,3,586.0
14854,2xo1187mcEILknWrN8BsYy,feederz,10,4978,"deep hardcore punk, deep punk rock, hardcore punk",2002,2023,4,2,2228.0
14856,3lecORpfeJJC7LhvZBBPYf,doble cara,35,48849,"corrido, corridos alternativos, sierreno",2017,2024,20,1,156602.0
14859,6r9d7O0TN4AZoM5AK4CmRy,tagavaka,28,2363,melodic house,2020,2024,16,2,47152.0
14860,1ga48mxYYI9RuUrWLa3voh,los mirlos,49,96877,"chicha, cumbia, cumbia amazonica, cumbia peruana",1986,2024,20,1,833225.0
14863,4Z9VDK1ZzaFkd59f8znGrg,firejam,0,65,ukrainian alternative rock,2017,2020,2,10,28.0
14864,44OMK4Ah4Oqm3cNR1JVEjI,abels worship,34,8173,latin worship,2018,2021,15,1,109083.0
14865,7ccOn9dXuj9TGDZJSLZYP2,solidemo,23,10741,j-pop boy group,2017,2022,18,5,21745.0
14870,6IALN7GBjya4bXNZy0cXvU,funebre,9,7614,"finnish death metal, grim death metal",1991,1991,1,10,2311.0
14871,6FwOq8Kolj0BnP7PMhsqb0,reiki,38,24568,"reiki, sleep",2024,2024,20,10,60410.0
14877,7G9qSCaUYJZ9fO98i1E34M,tenor diamond,1,115,swedish reggae,2021,2022,4,1,190.0
14886,7riQPkkGZBnTh9ve5qIhYo,mareux,65,364802,dark synthpop,2019,2024,20,1,4850366.0
14890,5GuBMWlDG2nWafBiFSiALO,姚蘇蓉,29,8014,"c-pop, classic mandopop, taiwan campus folk, vintage chinese pop",2006,2023,20,15,12404.0
14893,07ghkzGGEQ7Luq905lZi4i,inka christie,45,234147,dangdut,1991,2024,19,1,313463.0
14894,2ZavqCJe7uqkRpISes0NFi,iamsu!,55,275582,cali rap,2017,2023,20,8,415377.0
14897,1gQX84r2BTuCaK8ipf6x40,vocame,10,962,vocal ensemble,2012,2018,3,15,1654.0
14899,5blZUSGq0z7HhuSldSXV3a,kmru,26,13197,"african experimental, ambient, drone, fourth world, sound art",2020,2023,20,1,28399.0
14900,2jgWys0fCJxVjc8zJjRuq6,jonas b. ingebretsen,38,6880,"epicore, scorecore",2010,2023,7,4,116232.0
14902,3Zg5OpdGQBmmppuExHhJpO,pierre daignault,4,99,folklore quebecois,2006,2006,3,12,737.0
